SMILES,FORMULA,DRUGBANK_ID,GENERIC_NAME
C(N1CCCNCCNCCCNCC1)C1=CC=C(CN2CCCNCCNCCCNCC2)C=C1,C28H54N8,DB06809,Plerixafor
CO[C@@H]([C@@H]1CC2=CC3=CC(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)=C(C)C(O)=C3C(O)=C2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1)C(=O)[C@@H](O)[C@@H](C)O,C52H76O24,DB06810,Plicamycin
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,C30H62O10,DB06811,Polidocanol
NC1=NC2=NC=C(CC(CC#C)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N=C2C(N)=N1,C23H23N7O5,DB06813,Pralatrexate
CC(CC1=CC=C2OCOC2=C1)NCC(O)C1=CC=C(O)C(O)=C1,C18H21NO5,DB06814,Protokylol
[O-][N+]1=C(S)C=CC=C1,C5H5NOS,DB06815,Pyrithione
CN(C)C1=CC2=C(C=C1)[N+](C)=C(\C=C\C1=C(C)N(C(C)=C1)C1=CC=CC=C1)C=C2,C26H28N3,DB06816,Pyrvinium
CN1C(=O)C(O)=C(N=C1C(C)(C)NC(=O)C1=NN=C(C)O1)C(=O)NCC1=CC=C(F)C=C1,C20H21FN6O5,DB06817,Raltegravir
OC(=O)CCCC1=CC=CC=C1,C10H12O2,DB06819,Phenylbutyric acid
ClC1=CC=C(CSC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,C18H15Cl3N2S,DB06820,Sulconazole
COC1=CN=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=C1,C11H12N4O3S,DB06821,Sulfameter
CC(S)C(=O)NCC(O)=O,C5H9NO3S,DB06823,Tiopronin
NCCNCCNCCN,C6H18N4,DB06824,Triethylenetetramine
CC(C)C[C@H](NC(=O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,C64H82N18O13,DB06825,Triptorelin
CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,C22H38O5,DB06826,Unoprostone
[H][C@@]1(C[C@H](O)NC(=N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CNC1=O)NC(=O)C[C@@H](N)CCCN)=C\NC(N)=O,C25H43N13O10,DB06827,Viomycin
C(CN1C=CC=C1)OC1=CC2=C(NC=C2)C=C1,C14H14N2O,DB06828,5-[2-(1H-pyrrol-1-yl)ethoxy]-1H-indole
OC(=O)COC1=C(SC(=C1Br)C1=CC=CC(NC2CCCCC2)=C1)C(O)=O,C19H20BrNO5S,DB06829,4-BROMO-3-(CARBOXYMETHOXY)-5-[3-(CYCLOHEXYLAMINO)PHENYL]THIOPHENE-2-CARBOXYLIC ACID
CCCCCCC(O)(P(O)(O)=O)P(O)(O)=O,C7H18O7P2,DB06830,"(1-HYDROXYHEPTANE-1,1-DIYL)BIS(PHOSPHONIC ACID)"
COC1=CC=CC=C1N1C(=O)C2=C(Cl)C=CC=C2N=C1CSC1=C2N=CNC2=NC=N1,C21H15ClN6O2S,DB06831,2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE
OC1=CC2=C(OC(=N2)C2=CC=C(O)C(F)=C2)C(C=C)=C1,C15H10FNO3,DB06832,Prinaberel
CC1=CC=C(C=C1)N1C=C(CNCC2CCCCC2)C2=CC=CC=C12,C23H28N2,DB06833,1-CYCLOHEXYL-N-{[1-(4-METHYLPHENYL)-1H-INDOL-3-YL]METHYL}METHANAMINE
CN1C=C(C2=CC3=CC=CN=C3N2)C2=CC(=CC=C12)C(=O)NC(C)(C)CO,C21H22N4O2,DB06834,"N-(2-hydroxy-1,1-dimethylethyl)-1-methyl-3-(1H-pyrrolo[2,3-b]pyridin-2-yl)-1H-indole-5-carboxamide"
[H][C@@](C[P@@](O)(=O)[C@@]([H])(NS(=O)(=O)CCC1=CC=CC=C1)C(C)C)(C(O)=O)C1=CC=CC(CN)=C1,C22H31N2O6PS,DB06835,(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-{(S)-HYDROXY[(1R)-2-METHYL-1-{[(2-PHENYLETHYL)SULFONYL]AMINO}PROPYL]PHOSPHORYL}PROPANOIC ACID
[H]N(CCO)S(=O)(=O)C1=C(Cl)C=CC(=C1)C1=C(C)N=C(S1)N([H])C(C)=O,C14H16ClN3O4S2,DB06836,"N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide"
[H][C@](CC(=O)NO)(CC1=CC(O)=CC=C1)C(=O)N[C@@]1([H])C2=C(C[C@@]1([H])O)C=CC=C2,C20H22N2O5,DB06837,"(2R)-N~4~-hydroxy-2-(3-hydroxybenzyl)-N~1~-[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]butanediamide"
COC(=O)[C@@H](N)CC1=CC=CC=C1,C10H13NO2,DB06838,methyl L-phenylalaninate
[H][C@@](CC(C)C)(NC(=O)OCC)C(O)=O,C9H17NO4,DB06839,N-(ethoxycarbonyl)-L-leucine
[H][C@](N)(CCCCN)B(OCC)OCC,C9H23BN2O2,DB06840,"diethyl [(1R)-1,5-diaminopentyl]boronate"
NC(N)=NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H]([NH3+])CC1=CC=CC=C1)[C@H](O)CCl,C21H34ClN6O3,DB06841,"[(2R)-1-[(2S)-2-[[(2S,3S)-1-Chloro-6-(diaminomethylideneamino)-2-hydroxyhexan-3-yl]carbamoyl]pyrrolidin-1-yl]-1-oxo-3-phenylpropan-2-yl]azanium"
[H][C@@]1(CC2=CC(OCCCC)=C(OC)C=C2)CNC(=O)N1,C15H22N2O3,DB06842,(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one
[H][C@]1(C)O[C@]([H])(C[C@]1([H])OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,C10H14N5O5P,DB06843,"2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE"
O=C1N=C2C=CC3=C(SC=N3)C2=C1CNC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,C21H15N5O3S2,DB06844,"4-[(7-OXO-7H-THIAZOLO[5,4-E]INDOL-8-YLMETHYL)-AMINO]-N-PYRIDIN-2-YL-BENZENESULFONAMIDE"
[H][C@]1(CCCN1C(=O)CNC1CCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N,C20H29N5O2,DB06845,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide
[H][C@@](C)(C#CC1=C(N)N=C(N)N=C1C)C1=CC(OC)=C(C=C1)C1=CC=CC=C1,C22H22N4O,DB06847,"5-[(3S)-3-(2-methoxybiphenyl-4-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine"
CSC1=C2C=CC=CC2=C(S1)C(=O)N1CCC2(COC3=C2C=C(CN)C=C3)CC1,C23H24N2O2S2,DB06848,"1-(1'-{[3-(methylsulfanyl)-2-benzothiophen-1-yl]carbonyl}spiro[1-benzofuran-3,4'-piperidin]-5-yl)methanamine"
NCC1=CC2=C(OCC22CCN(CC2)C(=O)\C=C\C2=CC=CC=C2)C=C1,C22H24N2O2,DB06849,"1-[1'-(3-phenylacryloyl)spiro[1-benzofuran-3,4'-piperidin]-5-yl]methanamine"
[H][C@]1(CCCN1C(=O)CNC1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N,C21H31N5O2,DB06850,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide
C(NC1=CC=CC=C1)C1=CC=CN=C1,C12H12N2,DB06851,N-(pyridin-3-ylmethyl)aniline
ClC1=CC2=C(NC(=O)C(C3=NC4=CC=CC=C4N3)=C2N[C@@H]2CN3CCC2CC3)C=C1,C23H22ClN5O,DB06852,CHIR-124
[H][C@]1(CCCN1C(=O)CNC1CCCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N,C22H33N5O2,DB06853,N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide
CC(C)COC1=C([O-])C(=CC=C1)C1=NC2=CC(C(N)=[NH2+])=C(F)C=C2N1,C18H19FN4O2,DB06855,6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1H-benzoimidazole-5-carboxamidine
[H][C@]1(C)CCCC[C@]1([H])OC1=C(O)C(=CC=C1)C1=CC2=CC(C(N)=N)=C(F)C=C2N1,C22H24FN3O2,DB06856,6-FLUORO-2-[2-HYDROXY-3-(2-METHYL-CYCLOHEXYLOXY)-PHENYL]-1H-INDOLE-5-CARBOXAMIDINE
CC1=CC(I)=C(O)C(=C1)C(=O)NC1=CC(Cl)=C(C=C1)C(N)=N,C15H13ClIN3O2,DB06857,N-(4-CARBAMIMIDOYL-3-CHORO-PHENYL)-2-HYDROXY-3-IODO-5-METHYL-BENZAMIDE
[H][C@]1(CCCN1C(=O)CNC1CCCCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N,C23H35N5O2,DB06858,N-cyclooctylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide
NC(=N)NOCCCOC1=CC(Cl)=CC(=C1)C(=O)N(CC=C)C1CCCC1,C19H27ClN4O3,DB06859,N-ALLYL-5-AMIDINOAMINOOXY-PROPYLOXY-3-CHLORO-N-CYCLOPENTYLBENZAMIDE
CC1=C2C(=O)N(C(=O)C2=CC=C1)C1=CC=NC(Cl)=C1,C14H9ClN2O2,DB06860,"2-(2-chloropyridin-4-yl)-4-methyl-1H-isoindole-1,3(2H)-dione"
[H][C@](CCCCC(N)=N)(C=O)[C@@]1([H])CCC[C@]1([H])O,C12H22N2O2,DB06861,6-(2-HYDROXY-CYCLOPENTYL)-7-OXO-HEPTANAMIDINE
OC(=O)C1=C(O)C=CC(=C1)S(=O)(=O)NCCS,C9H11NO5S2,DB06862,2-HYDROXY-5-(2-MERCAPTO-ETHYLSULFAMOYL)-BENZOIC ACID
[H][C@@]1(O)C=CC=C(C(=O)CCC(O)=O)[C@@]1([H])C(O)=O,C11H12O6,DB06864,"2-(3-CARBOXYPROPIONYL)-6-HYDROXY-CYCLOHEXA-2,4-DIENE CARBOXYLIC ACID"
[H][C@](CCCCC(N)=N)(C(O)=O)[C@@]1([H])C2=C(C[C@]1([H])O)C=CC(=C2)C1=CC=C(O)C=C1,C22H26N2O4,DB06865,6-CARBAMIMIDOYL-2-[2-HYDROXY-6-(4-HYDROXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID
[H][C@](CCCCC(N)=N)(C(O)=O)[C@@]1([H])C2=C(C[C@]1([H])O)C=C(C=C2)C1=CC(OC)=CC=C1,C23H28N2O4,DB06866,6-CARBAMIMIDOYL-2-[2-HYDROXY-5-(3-METHOXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID
CCOCCOCCOCCOCCOCCOCC,C14H30O6,DB06867,"3,6,9,12,15,18-HEXAOXAICOSANE"
[H][C@]1(CCCN1C(=O)CCC(C)C)C(=O)NCC1=CC(Cl)=CC=C1,C18H25ClN2O2,DB06868,N-(3-chlorobenzyl)-1-(4-methylpentanoyl)-L-prolinamide
[H][C@@](N)(C1CCCCC1)C(=O)N1CCC[C@@]1([H])C(=O)NCC1=C(OCC(=O)NCC)C=CC(Cl)=C1,C24H35ClN4O4,DB06869,1-[2-AMINO-2-CYCLOHEXYL-ACETYL]-PYRROLIDINE-3-CARBOXYLIC ACID 5-CHLORO-2-(2-ETHYLCARBAMOYL-ETHOXY)-BENZYLAMIDE
[H][C@@]12CC[C@@](O)(CC)[C@@]1(CC)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H],C21H28O2,DB06870,Tetrahydrogestrinone
[H][C@@]12CC[C@@](C)(O)[C@@]1(C)CCC1=C2C=CC2=CC(O)=CC=C12,C19H22O2,DB06871,17-METHYL-17-ALPHA-DIHYDROEQUILENIN
OCCOCN1C=C(SC2=CC=CC=C2)C(=O)NC1=O,C13H14N2O4S,DB06872,"1-((2-HYDROXYETHOXY)METHYL)-5-(PHENYLTHIO)PYRIMIDINE-2,4(1H,3H)-DIONE"
OCCOCN1C=C(CC2=CC=CC(OCC3=CC=CC=C3)=C2)C(=O)NC1=O,C21H22N2O5,DB06873,"1-((2-HYDROXYETHOXY)METHYL)-5-(3-(BENZYLOXY)BENZYL)PYRIMIDINE-2,4(1H,3H)-DIONE"
CC1=CC(=CC(C)=C1OC1=C(Br)C(CO)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,C21H16BrN5O2,DB06874,"(6-[4-(AMINOMETHYL)-2,6-DIMETHYLPHENOXY]-2-{[4-(AMINOMETHYL)PHENYL]AMINO}-5-BROMOPYRIMIDIN-4-YL)METHANOL"
OC1=CC=C2C=C(C=C(C#N)C2=C1)C1=CC=C(O)C(F)=C1,C17H10FNO2,DB06875,ERB-196
CN1CCN(CC1)C1=CC=C(C=C1)C1=CC2=C(NC=C2NC(=O)C2=CN=CC=C2)N=C1,C24H24N6O,DB06876,"N-{5-[4-(4-METHYLPIPERAZIN-1-YL)PHENYL]-1H-PYRROLO[2,3-B]PYRIDIN-3-YL}NICOTINAMIDE"
CN(C)C(=O)C1=CC(=CN1)C1=NNC=C1C1=CC=CC=C1,C16H16N4O,DB06877,"N,N-DIMETHYL-4-(4-PHENYL-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE"
[H][C@@](N)(CC)C(=O)N1CCC[C@@]1([H])C(=O)NCC1=CC=CC(Cl)=C1,C16H22ClN3O2,DB06878,1-[(2R)-2-aminobutanoyl]-N-(3-chlorobenzyl)-L-prolinamide
CCN1C2=C(F)C=CC(F)=C2C(N)=NC11CCN(CC1)C(=O)C1=CN=C(CC1)C#N,C21H22F2N6O,DB06879,"5-(4'-AMINO-1'-ETHYL-5',8'-DIFLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLINE]-1-YLCARBONYL)PICOLINONITRILE"
[H][C@](N)(C1CCCC1)C(=O)N1[C@]([H])(CN)CC[C@]1([H])C#CC,C15H25N3O,DB06880,"(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-PROP-1-YN-1-YLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE"
CCCC(=O)C(\O)=C\OP(O)(O)=O,C6H11O6P,DB06881,(1Z)-2-HYDROXY-3-OXOHEX-1-EN-1-YL DIHYDROGEN PHOSPHATE
CC(C)(C)C1=NN(C(NC(=O)NC2=C3C=CC=CC3=CC=C2)=C1)C1=CC=CC(N)=C1,C24H25N5O,DB06882,1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-naphthalen-1-ylurea
CC(C)(C)C1=NN(C(NC(=O)NC2=CC=CC=C2)=C1)C1=CC=CC(N)=C1,C20H23N5O,DB06883,1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-phenylurea
CC(C)C1=CC=C(CNNC(=O)C2=CC=C(O)C=C2)C=C1,C17H20N2O2,DB06884,4-HYDROXY-N'-(4-ISOPROPYLBENZYL)BENZOHYDRAZIDE
OC(=O)CCO\N=C\C1=C(C=CC=C1)C(F)(F)F,C11H10F3NO3,DB06885,3-[({(1E)-[2-(trifluoromethyl)phenyl]methylidene}amino)oxy]propanoic acid
[H][C@](C)(O)[C@]([H])(CC1=CC=CC=C1)NC(=O)[C@]1([H])CCCN1C(=O)[C@]([H])(C)NC(=O)OCC1=CC=CC=C1,C26H33N3O5,DB06886,N-BENZYLOXYCARBONYL-ALA-PRO-3-AMINO-4-PHENYL-BUTAN-2-OL
CNC(=O)[C@@H]1CC2=CC=C(NS(O)(=O)=O)C=C2CN1C(=O)OC(C)(C)C,C16H23N3O6S,DB06887,"[(3S)-3-(Methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid"
[H][C@]12CN(CCN3NC4=C(C=CC=C4C3=O)C3=NC4=C(NC3=O)C=CC=C4O1)[C@]([H])(C)C2,C22H21N5O3,DB06888,"(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE"
O=C1N(CC2=NN=NN2)C=NC2=C1C1=C(CCCC1)S2,C12H12N6OS,DB06889,"3-(1H-tetrazol-5-ylmethyl)-5,6,7,8-tetrahydro[1]benzothieno[2,3-d]pyrimidin-4(3H)-one"
[H][C@](CC)(C(=O)NC1=CC=NC=C1)C1=CC=CC=C1,C15H16N2O,DB06890,(2R)-2-PHENYL-N-PYRIDIN-4-YLBUTANAMIDE
NC1=C(F)C=C(C=C1Cl)S(=O)(=O)NC1=NN=C(S1)S(N)(=O)=O,C8H7ClFN5O4S3,DB06891,"5-{[(4-AMINO-3-CHLORO-5-FLUOROPHENYL)SULFONYL]AMINO}-1,3,4-THIADIAZOLE-2-SULFONAMIDE"
[H][C@@]1(F)C(F)=CC=C(C(=O)NOCCO)\C1=N\C1=C(F)C=C(I)C=C1,C15H12F3IN2O3,DB06892,"(5S)-4,5-difluoro-6-[(2-fluoro-4-iodophenyl)imino]-N-(2-hydroxyethoxy)cyclohexa-1,3-diene-1-carboxamide"
CCCCCCCCCCS(O)(=O)=O,C10H22O3S,DB06893,Decylsulfonic acid
CCCCCCCCCCCCO,C12H26O,DB06894,1-Dodecanol
FC1=CC=C(C=C1)N1C=CC=C(C(=O)NC2=CC=C(OC3=CC=NC4=C3C=CN4)C(F)=C2)C1=O,C25H16F2N4O3,DB06896,"1-(4-fluorophenyl)-N-[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]-2-oxo-1,2-dihydropyridine-3-carboxamide"
[H][C@@](C)(NC1=CC2=C(ON=C2C2=CC(Cl)=CC(CCCO)=C2)C=N1)C1=CC=CC=C1,C23H22ClN3O2,DB06897,"3-[3-chloro-5-(5-{[(1S)-1-phenylethyl]amino}isoxazolo[5,4-c]pyridin-3-yl)phenyl]propan-1-ol"
CN1C(N)=NC2=C1C=C(C=N2)C1=CC=C(O)C=C1,C13H12N4O,DB06898,"4-(2-amino-1-methyl-1H-imidazo[4,5-b]pyridin-6-yl)phenol"
CCC1=NC(N)=NC(N)=C1C1=CC=C2SC(C)(C)C(=O)N(CCNC(C)=O)C2=C1,C20H26N6O2S,DB06899,"N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOTHIAZIN-4-YL]ETHYL}ACETAMIDE"
NC(=N)NC1=CC=C(CO)C=C1,C8H11N3O,DB06900,1-[4-(hydroxymethyl)phenyl]guanidine
[H][C@](CC=C)(C=O)[C@@]1([H])CCC[C@]1([H])O,C10H16O2,DB06901,2-(2-HYDROXY-CYCLOPENTYL)-PENT-4-ENAL
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,C15H16O,DB06902,p-Cumylphenol
[H][C@]1(C)CC[C@]2([H])C(=C[C@@]3([H])CC(C)(C)C[C@@]123)C(O)=O,C15H22O2,DB06903,"(1S,3aS,5aR,8aS)-1,7,7-trimethyl-1,2,3,3a,5a,6,7,8-octahydrocyclopenta[c]pentalene-4-carboxylic acid"
[H][C@](C)(OC(C)=O)[C@@]([H])(C=O)[C@@]1([H])NC(=CS1)C(=O)OCC=C,C13H17NO5S,DB06904,"(5S,6S)-6-[(R)ACETOXYETH-2-YL]-PENEM-3-CARBOXYLATEPROPANE"
[H][C@](C)(\C=C(/C)\C=C\[C@]([H])(N)[C@]([H])(C)C(O)=O)[C@]([H])(CC1=CC=CC=C1)OC,C20H29NO3,DB06905,"(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid"
CCOC(=O)C1=CN=C(N)N=C1O,C7H9N3O3,DB06906,ethyl 2-amino-4-hydroxypyrimidine-5-carboxylate
OC(=O)C1=CC2=C(C=C1)N=C(O2)C1=C(Cl)C=CC=C1Cl,C14H7Cl2NO3,DB06907,"2-(2,6-DICHLOROPHENYL)-1,3-BENZOXAZOLE-6-CARBOXYLIC ACID"
[H][C@@](CC1=CC2=C(C=C1)N(CC1=C(C)OC(=N1)C1=C(Cl)C=CC=C1)C=C2)(OCC)C(O)=O,C24H23ClN2O4,DB06908,"(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID"
CCN1N=CC2=C1N=CC(C(=O)NCC1=CC=CC=C1)=C2NC1CCOCC1,C21H25N5O2,DB06909,"1-ethyl-N-(phenylmethyl)-4-(tetrahydro-2H-pyran-4-ylamino)-1H-pyrazolo[3,4-b]pyridine-5-carboxamide"
[H][C@]1(CC2=CC=CC=C2)N(CC=C)C(=O)N(CC=C)[C@]([H])(CC2=CC=CC=C2)[C@]([H])(O)[C@@]1([H])O,C25H30N2O3,DB06910,"[4-R-(4-ALPHA,6-BETA,7-BETA]-HEXAHYDRO-5,6-DI(HYDROXY)-1,3-DI(ALLYL)-4,7-BISPHENYLMETHYL)-2H-1,3-DIAZEPINONE"
[H][C@@](N)(CC(C)C)C(=O)N1CCC[C@@]1([H])C(=O)NCC1=CC(Cl)=CC=C1,C18H26ClN3O2,DB06911,D-leucyl-N-(3-chlorobenzyl)-L-prolinamide
O=CCCCC=C(CCC=C(CCC=O)C=O)C=O,C15H20O4,DB06912,"UNDECA-3,7-DIENE-1,3,7,11-TETRACARBALDEHYDE"
[H]S[C@@H](N([H])C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C(C#N)C(=O)N([H])[H],C12H9F6N3OS,DB06913,"(3R)-3-[3,5-Bis(trifluoromethyl)anilino]-2-cyano-3-sulfanylpropanamide"
ClC1=CC=C(CCC2(CN3C=CN=C3)OCCO2)C=C1,C15H17ClN2O2,DB06914,"1-({2-[2-(4-CHLOROPHENYL)ETHYL]-1,3-DIOXOLAN-2-YL}METHYL)-1H-IMIDAZOLE"
OC1=CC(O)=C2C(O)=CC(O)=C(O)C2=C1,C10H8O5,DB06915,"naphthalene-1,2,4,5,7-pentol"
[H][C@@]1(CCCN1C1=NC(=NC(C)=C1)N1C=CN=C1)C(=O)NCCC1=CC2=C(OCO2)C=C1,C22H24N6O3,DB06916,"N-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-1-[2-(1H-IMIDAZOL-1-YL)-6-METHYLPYRIMIDIN-4-YL]-D-PROLINAMIDE"
FC1=CC=C(C=C1)C(=O)C1=CC=NC=C1,C12H8FNO,DB06917,(4-fluorophenyl)(pyridin-4-yl)methanone
CC1=CC=CC=C1C1=CC2=C(N1)C=C(C=C2)C(N)=N,C16H15N3,DB06918,2-(2-METHYLPHENYL)-1H-INDOLE-6-CARBOXIMIDAMIDE
[H][C@@](N)(CC1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(=O)NCC1=CC(Cl)=CC=C1,C21H24ClN3O2,DB06919,D-phenylalanyl-N-(3-chlorobenzyl)-L-prolinamide
[H][C@@]1(CN(C(=O)NC2=CC=C(Cl)C=C2)[C@]([H])(C1)C(=O)NC1=CC=C(C=C1F)N1C=CC=CC1=O)OC,C24H22ClFN4O4,DB06920,Eribaxaban
[H][C@@](C[P@](O)(=O)[C@@]([H])(NS(=O)(=O)C1=CC=CC=C1)C(C)C)(C(O)=O)C1=CC(CN)=CC=C1,C20H27N2O6PS,DB06921,(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-[(R)-HYDROXY{(1R)-2-METHYL-1-[(PHENYLSULFONYL)AMINO]PROPYL}PHOSPHORYL]PROPANOIC ACID
[H][C@](CC1=CC=CC2=CC=CC=C12)(N1C(=O)C2=CC=C(C=C2C1=O)C(O)=O)C(O)=O,C22H15NO6,DB06922,"2-[(1R)-1-carboxy-2-naphthalen-1-ylethyl]-1,3-dioxo-2,3-dihydro-1H-isoindole-5-carboxylic acid"
CC1=CC=CC(=C1)C1=CC2=C(N1)C=CC(=C2)C(N)=N,C16H15N3,DB06923,2-(3-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE
[H][C@@](CC1=CC=CC=C1)(C[N+]([O-])=O)C(O)=O,C10H11NO4,DB06924,(2R)-2-benzyl-3-nitropropanoic acid
CC1=CC=C(C=C1C1=CC=C2N=C(N)N=CC2=C1)C(=O)NC1=CC=CC(=C1)C(F)(F)F,C23H17F3N4O,DB06925,3-(2-AMINOQUINAZOLIN-6-YL)-4-METHYL-N-[3-(TRIFLUOROMETHYL)PHENYL]BENZAMIDE
CCCCC[C@H](O)\C=C\C=C/CCCCCCCC(O)=O,C18H32O3,DB06926,"(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid"
OC1=CC=C(C=C1)C1=CC2=C(O1)C(CC#N)=CC(O)=C2,C16H11NO3,DB06927,[5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-YL]ACETONITRILE
[H][C@@](CCC(O)=O)(C[P@](O)(=O)CC1=CC=C(I)C=C1)C(O)=O,C13H16IO6P,DB06928,(2S)-2-{[HYDROXY(4-IODOBENZYL)PHOSPHORYL]METHYL}PENTANEDIOIC ACID
[H][C@]1(CCCN1C(=O)CCC)C(=O)NCC1=CC=C(C=C1)C(N)=N,C17H24N4O2,DB06929,1-butanoyl-N-(4-carbamimidoylbenzyl)-L-prolinamide
NC(=N)NC(=O)CN1C(=CC=C1C1=CC=CC=C1)C1=CC=CC=C1,C19H18N4O,DB06930,"N-[amino(imino)methyl]-2-(2,5-diphenyl-1H-pyrrol-1-yl)acetamide"
CCCCCCCCC(O)(P(O)(O)=O)P(O)(O)=O,C9H22O7P2,DB06931,"(1-HYDROXYNONANE-1,1-DIYL)BIS(PHOSPHONIC ACID)"
COC1=CC2=NC=C3C(N)=NC4=C(C)C(N)=CC=C4C3=C2C=C1OC,C19H18N4O2,DB06932,"10,11-dimethoxy-4-methyldibenzo[c,f]-2,7-naphthyridine-3,6-diamine"
CC(C)(C)NS(=O)(=O)C1=CC=C(C=C1)C1=CN=C2C=CC=C(NC3=CC=CC=N3)C2=C1,C24H24N4O2S,DB06933,N-(tert-butyl)-4-[5-(pyridin-2-ylamino)quinolin-3-yl]benzenesulfonamide
[H][C@@](O)(CCCl)C1=CC=CC=C1,C9H11ClO,DB06934,(1R)-3-chloro-1-phenylpropan-1-ol
OC(=O)C1=CC=C(C=C1)C1=C(F)C=CC=C1F,C13H8F2O2,DB06935,"2',6'-DIFLUOROBIPHENYL-4-CARBOXYLIC ACID"
[H][C@]1(CCCN1C(=O)CCC(C)C)C(=O)NCC1=CC=C(C=C1)C(N)=N,C19H28N4O2,DB06936,N-(4-carbamimidoylbenzyl)-1-(4-methylpentanoyl)-L-prolinamide
